Date of year,clients,previously_shoped,member,promotion,shop_competitor,prize_won,require_financing,got_a_TV,did_a purchase,promotions_used,LT_clients,prize_amount,amount_financing,amount_purchase,nb_electronics
2017-10-31,346,0,0,1,1,1,0,1,1,2,4,174.2361111,0,1380,0
2018-10-31,347,0,0,0,0,0,0,0,1,1,11,0,0,2830,1
2018-03-31,348,0,0,1,0,0,1,1,1,2,12,149.7222222,20083.33333,1210,0
2018-03-31,349,0,1,0,0,1,0,0,1,2,17,0,0,2040,0
2017-12-31,350,1,0,1,0,0,0,1,1,1,10,132.2916667,0,4390,1
2018-10-31,351,0,0,0,0,1,0,0,1,2,15,0,0,2250,0
2018-10-31,352,0,1,0,0,0,0,0,1,1,10,0,0,1280,1
2017-10-31,353,0,0,0,0,0,1,0,1,2,17,0,21958.33333,2550,0
2017-11-30,354,0,0,1,0,0,0,0,1,1,12,139.375,0,100,1
2017-10-31,355,0,1,0,0,1,1,0,1,3,6,0,12125,3440,0
2018-05-31,356,0,1,1,1,0,0,0,1,1,9,90.76388889,0,670,1
2018-08-31,357,0,0,0,1,1,0,0,1,2,13,0,0,2980,0
2018-02-28,358,0,1,1,1,0,0,0,1,1,16,111.3194444,0,2380,1
2018-02-28,359,0,1,0,0,1,1,0,1,3,13,0,24500,2310,0
2017-11-30,360,0,0,0,0,0,0,0,1,1,10,0,0,1250,1
2017-11-30,361,0,0,0,0,1,0,0,1,2,10,0,0,1990,0
2018-01-31,362,0,0,1,1,0,0,0,1,1,16,134.8611111,0,2950,1
2018-02-28,363,0,0,0,0,0,0,0,1,1,16,0,0,2770,1
2018-03-31,364,1,0,0,0,0,1,0,1,2,9,0,19916.66667,930,0
2018-10-31,365,0,0,0,0,0,0,0,1,2,12,0,0,1170,0
2017-12-31,366,0,0,1,1,0,0,0,1,1,1,122.4305556,0,1790,1
2017-12-31,367,0,1,0,1,0,0,0,1,1,2,0,0,2160,1
2018-03-31,368,0,1,0,0,0,0,0,1,1,9,0,0,2230,1
2017-12-31,369,0,1,1,0,0,0,0,1,1,13,122.2916667,0,1620,1
2018-06-30,370,1,0,1,0,1,1,1,1,3,17,155.4166667,26375,3950,0
2017-12-31,371,0,0,0,0,0,0,0,1,4,6,0,0,360,0
2018-01-31,372,0,1,1,0,0,0,0,1,1,7,126.0416667,0,1800,1
2018-01-31,373,0,0,1,0,1,1,0,0,2,15,149.9305556,19333.33333,,0
2018-05-31,374,0,1,0,0,0,0,0,1,1,3,0,0,2710,1
2017-12-31,375,0,0,0,0,0,0,0,1,2,12,0,0,2760,0
2017-12-31,376,0,0,0,0,0,0,0,1,1,10,0,0,1220,1
2018-10-31,377,1,0,1,0,0,0,0,1,1,21,111.7361111,0,2140,1
2018-04-30,378,0,1,1,0,0,0,0,1,1,10,123.6111111,0,3190,1
2018-10-31,379,0,1,0,0,1,0,0,1,4,7,0,0,1520,0
2018-08-31,380,0,0,0,0,0,1,1,1,2,10,0,22541.66667,1960,0
2018-06-30,381,0,0,0,0,0,0,0,1,1,12,0,0,2050,1
2018-08-31,382,0,1,0,1,0,0,0,1,1,3,0,0,1950,1
2018-02-28,383,0,1,0,0,0,1,0,1,2,8,0,12208.33333,2970,0
2018-03-31,384,0,0,0,1,0,0,0,1,1,16,0,0,2720,1
2017-12-31,385,0,0,0,0,1,0,0,1,2,13,0,0,2650,0
2017-12-31,386,0,0,1,0,0,1,0,1,2,6,162.9861111,22333.33333,1310,0
2018-05-31,387,0,0,1,1,0,0,0,1,1,4,152.9166667,0,1690,1
2018-10-31,388,0,0,0,0,1,0,1,0,1,11,0,0,,1
2017-10-31,389,0,0,0,0,0,0,0,1,1,13,0,0,1600,1
2018-04-30,390,0,0,0,0,1,1,0,1,3,4,0,27666.66667,2170,0
2018-03-31,391,0,0,0,0,0,0,0,1,1,6,0,0,1560,1
2018-10-31,392,0,1,0,0,0,0,0,1,2,13,0,0,2870,0
2018-02-28,393,0,0,0,1,0,0,0,1,2,4,0,0,100,0
2017-12-31,394,0,1,0,0,1,0,0,1,2,10,0,0,1750,0
2018-07-31,395,1,0,0,1,1,0,0,1,2,13,0,0,920,0
2018-04-30,396,0,1,0,0,0,0,0,1,1,10,0,0,2750,1
2018-02-28,397,0,1,1,0,0,0,0,1,1,8,136.25,0,1120,1
2018-06-30,398,0,0,0,1,1,1,0,1,3,17,0,28583.33333,460,0
2017-11-30,399,0,0,1,0,0,0,0,1,2,12,95.41666667,0,2290,0
2017-12-31,400,0,0,1,1,0,0,0,1,1,16,92.43055556,0,3510,1
2017-10-31,401,0,0,1,0,0,1,0,1,2,13,147.2222222,24875,1160,0
2018-03-31,402,1,1,1,1,0,0,0,1,2,9,125.5555556,0,1760,0
2018-10-31,403,0,0,0,0,1,1,0,1,3,13,0,21625,1360,0
2018-02-28,404,0,0,0,0,1,0,0,1,3,13,0,0,2360,0
2018-07-31,405,0,0,1,0,0,0,0,1,1,13,131.4583333,0,1730,1
2018-03-31,406,0,1,0,1,0,0,0,0,1,9,0,0,,1
2018-06-30,407,1,1,0,0,0,0,1,0,1,15,0,0,,1
2018-09-30,408,0,0,1,0,0,0,0,1,1,8,197.2916667,0,2150,1
2018-07-31,409,0,0,0,0,1,0,0,1,3,13,0,0,2130,0
2018-03-31,410,1,1,0,1,0,0,0,1,3,9,0,0,1320,0
2018-03-31,411,0,0,1,0,1,1,0,1,3,11,157.6388889,28750,3510,0
2018-03-31,412,0,0,1,0,1,1,0,1,3,11,157.6388889,28750,3510,0
2018-10-31,413,0,0,1,0,0,1,0,1,2,11,149.5833333,15333.33333,2700,0
2018-04-30,414,0,0,0,1,0,0,1,1,1,6,0,0,3330,1
2018-05-31,415,0,0,1,0,0,0,0,1,2,13,148.8194444,0,1880,0
2018-06-30,416,0,0,0,0,1,0,0,1,2,9,0,0,1470,0
2018-10-31,417,1,0,1,0,0,0,0,1,4,11,137.5694444,0,1580,0
2018-05-31,418,0,0,0,0,0,0,0,1,5,13,0,0,3100,0
2018-10-31,419,0,0,0,0,1,1,1,1,3,10,0,13833.33333,1380,0
2018-05-31,420,0,0,1,0,0,0,0,1,1,3,175.1388889,0,1760,1
2018-03-31,421,0,0,0,0,0,1,0,1,2,10,0,19916.66667,3810,0
2017-12-31,422,1,1,0,0,0,0,0,1,1,11,0,0,550,1
2018-06-30,423,0,0,0,0,0,0,0,1,1,16,0,0,670,1
2018-06-30,424,0,0,0,1,0,1,0,1,2,9,0,24041.66667,2130,0
2018-05-31,425,0,0,0,0,1,0,0,1,2,6,0,0,3510,0
2018-10-31,426,0,0,0,1,0,0,0,1,1,14,0,0,100,1
2018-01-31,427,0,0,0,1,1,1,0,1,3,1,0,19333.33333,2210,0
2018-04-30,428,0,0,0,0,0,0,0,1,1,11,0,0,1310,1
2018-08-31,429,0,0,1,0,0,1,0,1,2,20,115.3472222,16000,3050,0
2018-09-30,430,0,0,1,0,1,0,0,1,2,9,106.3194444,0,2610,0
2018-08-31,431,0,0,0,0,0,1,0,1,2,17,0,25000,1470,0
2018-10-31,432,0,0,1,1,0,0,0,1,1,7,104.0972222,0,2300,1
2018-09-30,433,0,0,0,0,0,1,0,1,2,4,0,7916.666667,620,0
2018-07-31,434,0,0,0,0,0,0,0,1,1,6,0,0,3600,1
2018-05-31,435,1,0,0,1,0,0,1,1,1,5,0,0,1050,1
2018-02-28,436,0,1,0,0,0,0,0,1,1,2,0,0,100,1
2018-04-30,437,0,0,1,1,1,0,0,1,2,17,112.5,0,2720,0
2018-06-30,438,0,1,1,0,0,1,1,1,2,15,185.9027778,23291.66667,100,0
2018-04-30,439,0,0,1,0,1,1,0,1,3,8,79.65277778,24208.33333,1780,0
2018-10-31,440,0,0,1,0,0,0,0,1,1,6,141.7361111,0,3790,1
2018-05-31,441,0,0,0,0,1,0,0,1,2,6,0,0,290,0
2018-05-31,442,0,0,1,0,0,0,0,1,1,11,131.1111111,0,2300,1
2018-07-31,443,0,0,0,0,1,0,0,1,2,10,0,0,1720,0
2018-01-31,444,0,0,1,0,0,0,0,1,2,13,96.59722222,0,1800,0
2018-07-31,445,0,0,0,1,0,1,0,1,2,14,0,18708.33333,1520,0
2018-02-28,446,0,1,0,0,1,1,1,1,3,7,0,13083.33333,100,0
2017-12-31,447,1,0,0,1,1,0,0,1,2,12,0,0,1500,0
2018-05-31,448,0,0,0,1,0,0,0,1,4,5,0,0,1320,0
2018-05-31,449,0,0,0,0,1,0,0,1,2,6,0,0,4500,0
2017-11-30,450,0,0,0,0,0,1,0,1,3,15,0,24083.33333,3120,0
2017-10-31,451,0,0,0,0,0,0,0,1,1,10,0,0,2180,1
2018-02-28,452,0,0,1,0,0,0,0,1,1,17,170.2777778,0,2710,1
2018-09-30,453,0,1,1,0,1,0,0,1,2,10,137.9861111,0,2810,0
2018-04-30,454,0,0,1,0,0,0,0,1,1,17,926.7361111,0,2950,1
2018-01-31,455,0,0,0,0,0,1,0,1,2,7,0,7875,2830,0
2018-10-31,456,0,1,1,1,1,0,0,1,2,15,147.5,0,1980,0
2018-09-30,457,0,0,1,0,0,0,0,1,1,9,183.8194444,0,1290,1
2018-02-28,458,0,1,1,1,1,0,0,1,2,12,159.3055556,0,1750,0
2018-05-31,459,0,1,1,0,0,0,0,1,2,11,162.7777778,0,2760,0
2018-05-31,460,0,0,1,0,1,0,0,1,2,13,140.5555556,0,2650,0
2018-03-31,461,0,0,1,0,0,0,0,1,1,20,165.7638889,0,3380,1
2017-10-31,462,0,1,0,0,0,0,0,1,1,7,0,0,1960,1
2018-09-30,463,0,0,0,1,1,0,0,1,3,17,0,0,2430,0
2018-10-31,464,0,0,1,0,1,1,0,1,3,15,167.0138889,12708.33333,1840,0
2018-01-31,465,0,0,1,1,1,0,0,1,2,12,137.2916667,0,2530,0
2017-10-31,466,0,0,0,1,0,0,0,1,1,0,0,0,1980,1
2018-05-31,467,1,1,0,0,0,0,0,1,1,8,0,0,2470,1
2018-02-28,468,0,0,0,0,0,0,0,1,1,10,0,0,3310,1
2017-11-30,469,0,0,0,0,0,0,0,1,1,3,0,0,2040,1
2018-01-31,470,0,0,1,1,0,0,0,1,1,9,179.3055556,0,550,1
2018-07-31,471,0,0,0,0,0,0,0,1,3,15,0,0,3030,0
2018-08-31,472,0,0,1,0,0,0,0,1,1,11,167.7777778,0,2550,1
2017-10-31,473,0,0,1,1,1,0,0,1,2,4,159.5138889,0,2250,0
2017-12-31,474,0,1,1,0,0,1,0,1,2,0,96.59722222,16875,2020,0
2018-06-30,475,0,0,0,1,0,0,0,1,1,5,0,0,1100,1
2018-03-31,476,0,0,1,1,0,0,0,1,2,4,176.6666667,0,3010,0
2017-10-31,477,0,0,1,1,0,1,1,1,2,12,137.9166667,18166.66667,1250,0
2018-04-30,478,0,0,0,0,0,0,0,1,1,13,0,0,2000,1
2018-02-28,479,0,1,0,1,0,0,0,1,1,14,0,0,2000,1
2018-04-30,480,0,0,0,1,1,1,1,1,3,13,0,21583.33333,990,0
2017-10-31,481,0,0,0,0,0,0,0,1,1,7,0,0,2160,1
2018-07-31,482,0,1,1,0,0,1,0,1,2,13,125.4861111,24958.33333,3150,0
2017-10-31,483,0,0,0,1,1,1,0,1,3,15,0,18458.33333,2060,0
2018-03-31,484,0,0,0,0,0,0,0,1,1,8,0,0,130,1
2017-12-31,485,0,1,0,1,0,0,0,1,1,4,0,0,100,1
2018-02-28,486,0,0,0,0,1,0,0,0,1,16,0,0,,1
2018-03-31,487,0,0,0,0,0,0,0,1,1,9,0,0,890,1
2018-06-30,488,0,1,0,0,0,0,0,0,1,9,0,0,,1
2018-09-30,489,1,0,0,0,0,0,0,1,1,22,0,0,2510,1
2018-04-30,490,0,0,1,0,0,0,0,1,1,7,104.1666667,0,1600,1
2017-12-31,491,0,0,1,0,0,0,0,1,1,6,186.5277778,0,2520,1
2018-01-31,492,0,0,1,0,0,0,0,1,1,6,146.9444444,0,4060,1
2018-09-30,493,0,0,0,0,0,1,0,1,2,11,0,17875,2090,0
2018-05-31,494,0,0,1,0,0,0,0,1,1,5,914.4444444,0,3270,1
2018-08-31,495,0,0,0,0,0,0,0,1,1,11,0,0,2690,1
2017-11-30,496,0,0,0,1,0,0,0,0,2,4,0,0,,0
2018-06-30,497,0,1,1,1,0,1,0,1,2,13,122.0138889,17791.66667,1530,0
2018-08-31,498,0,0,0,1,1,1,0,1,3,13,0,23958.33333,1690,0
2018-09-30,499,0,1,0,0,0,0,0,1,1,9,0,0,2960,1
2018-03-31,500,0,1,1,1,0,0,0,1,1,19,138.4027778,0,1460,1
2018-04-30,501,0,0,1,0,0,0,0,1,1,7,103.4027778,0,2400,1
2018-02-28,502,0,0,1,1,0,0,0,1,1,16,149.4444444,0,2840,1
2017-11-30,503,0,0,0,1,0,0,0,1,3,14,0,0,1360,0
2018-05-31,504,0,0,0,0,0,0,0,1,1,10,0,0,700,1
2018-07-31,505,0,0,1,1,0,0,0,1,1,9,164.7222222,0,3290,1
2017-10-31,506,1,1,1,0,1,0,0,1,2,6,74.72222222,0,830,0
2018-10-31,507,0,0,1,0,0,1,0,1,2,12,151.0416667,23416.66667,1340,0
2018-07-31,508,0,1,1,0,0,0,0,1,1,15,140.6944444,0,3130,1
2017-11-30,509,0,0,0,0,1,1,0,1,3,4,0,23833.33333,2950,0
2018-05-31,510,1,1,0,0,0,0,0,1,1,13,0,0,2920,1
2018-05-31,511,0,0,0,1,0,1,0,1,2,4,0,25083.33333,2370,0
2017-12-31,512,0,0,1,0,0,1,0,1,2,14,200.1388889,28458.33333,1760,0
2017-11-30,513,0,1,0,0,0,1,1,1,2,13,0,22291.66667,1790,0
2018-05-31,514,0,1,0,1,0,0,0,1,1,12,0,0,2180,1
2018-03-31,515,0,1,1,0,0,1,0,1,2,6,177.0833333,12500,700,0
2018-04-30,516,0,1,1,1,1,1,0,1,3,0,133.0555556,21458.33333,2520,0
2018-01-31,517,0,0,1,0,0,0,0,1,2,15,109.5833333,0,1720,0
2018-06-30,518,0,0,0,1,1,0,1,1,4,24,0,0,2080,0
2017-12-31,519,0,0,0,0,1,0,1,1,2,10,0,0,1580,0
2018-02-28,520,0,1,0,0,0,0,0,1,4,13,0,0,2740,0
2017-11-30,521,1,0,0,1,0,0,0,1,4,11,0,0,360,0
2018-08-31,522,0,0,1,1,1,0,0,1,2,5,135.7638889,0,3730,0
2018-08-31,523,0,1,0,0,0,0,0,1,3,6,0,0,2490,0
2017-12-31,524,0,1,0,0,0,1,0,1,2,8,0,19791.66667,1930,0
2018-06-30,525,0,1,1,0,0,0,0,1,1,6,161.3888889,0,3290,1
2018-09-30,526,0,0,0,0,0,1,0,1,2,2,0,25708.33333,1770,0
2018-07-31,527,0,0,0,0,1,0,0,1,2,8,0,0,3650,0
2018-08-31,528,0,0,0,0,0,0,0,1,1,17,0,0,2860,1
2018-09-30,529,0,0,0,0,0,0,0,1,1,9,0,0,2020,1
2018-03-31,530,0,1,0,0,0,0,0,1,1,15,0,0,2300,1
2018-02-28,531,0,0,0,1,1,0,1,1,4,7,0,0,100,0
2018-06-30,532,0,0,1,1,0,1,0,1,2,14,186.1111111,20291.66667,2540,0
2018-05-31,533,0,0,0,0,1,1,0,1,3,5,0,21875,1110,0
2018-10-31,534,0,0,1,0,1,0,1,1,2,14,137.0833333,0,2030,0
2018-04-30,535,0,0,1,0,0,1,0,1,2,3,106.3194444,29375,3470,0
2017-11-30,536,0,1,1,0,1,1,0,1,3,8,149.6527778,27250,920,0
2017-12-31,537,0,0,0,1,1,0,0,0,3,6,0,0,,0
2017-10-31,538,0,0,0,0,0,1,0,1,2,2,0,24791.66667,1500,0
2018-04-30,539,1,1,1,0,0,0,0,1,1,8,146.4583333,0,1240,1
2018-08-31,540,0,0,1,1,0,1,1,1,2,9,136.3888889,20208.33333,2160,0
2018-07-31,541,0,0,0,0,0,0,0,1,1,11,0,0,1930,1
2018-04-30,542,0,0,0,0,0,0,1,1,1,9,0,0,3620,1
2017-12-31,543,0,0,1,1,0,0,1,1,1,9,161.3888889,0,850,1
2018-07-31,544,0,1,1,1,0,0,1,1,1,6,163.6111111,0,970,1
2017-12-31,545,0,1,1,0,0,1,0,1,2,7,156.3194444,21625,2410,0
2018-09-30,546,1,0,1,1,0,0,0,1,1,10,156.7361111,0,1230,1
2018-09-30,547,0,0,0,1,0,0,0,1,1,2,0,0,2140,1
2017-10-31,548,0,0,0,1,0,0,1,1,1,15,0,0,2820,1
2017-12-31,549,0,0,1,1,0,0,0,1,1,2,114.6527778,0,1420,1
2018-04-30,550,0,0,0,1,1,0,0,0,1,15,0,0,,1
2017-12-31,551,0,1,0,1,1,0,0,1,2,8,0,0,2050,0
2017-10-31,552,0,0,0,1,0,0,0,0,4,7,0,0,,0
2018-04-30,553,0,0,0,0,0,1,1,1,2,3,0,12750,3230,0
2018-03-31,554,0,0,1,0,0,1,0,1,2,8,151.875,21500,240,0
2017-12-31,555,0,1,1,0,1,0,0,1,2,4,174.7916667,0,1160,0
2018-07-31,556,0,0,0,0,1,0,0,1,2,7,0,0,2150,0
2018-05-31,557,0,1,1,0,1,1,0,1,3,15,84.79166667,24541.66667,1490,0
2017-10-31,558,0,1,0,0,0,0,0,1,1,10,0,0,2600,1
2018-04-30,559,0,0,1,0,1,1,0,1,3,7,116.8055556,19208.33333,2160,0
2018-07-31,560,0,0,1,0,1,0,0,1,2,15,116.3888889,0,2220,0
2018-01-31,561,0,0,0,0,1,0,0,1,2,18,0,0,3780,0
2017-12-31,562,0,0,0,1,1,1,0,1,3,13,0,11583.33333,100,0
2018-02-28,563,0,0,0,0,0,0,0,1,2,3,0,0,2310,0
2018-02-28,564,0,1,0,0,1,0,0,1,3,5,0,0,2790,0
2018-02-28,565,0,1,0,0,1,0,0,1,2,6,0,0,1270,0
2018-01-31,566,0,0,1,1,1,0,1,1,2,15,115.9027778,0,2120,0
2018-01-31,567,0,0,1,1,1,0,1,1,2,15,115.9027778,0,2120,0
2017-10-31,568,0,0,1,0,0,0,0,1,2,13,136.25,0,600,0
2018-06-30,569,0,0,0,0,0,1,0,1,3,7,0,24083.33333,2970,0
2017-10-31,570,0,0,0,0,0,1,0,1,2,17,0,22250,830,0
2018-10-31,571,0,0,1,0,0,0,0,1,2,16,115.9027778,0,1670,0
2018-02-28,572,0,1,1,1,1,0,0,1,2,16,85.48611111,0,1020,0
2018-08-31,573,0,0,0,0,0,0,0,1,1,9,0,0,1930,1
2018-06-30,574,0,0,0,0,1,0,0,1,2,4,0,0,710,0
2017-11-30,575,0,0,1,0,1,1,0,1,3,4,116.6666667,19083.33333,1680,0
2018-09-30,576,0,0,0,0,0,0,0,1,1,4,0,0,3440,1
2018-04-30,577,0,1,1,0,0,1,0,1,2,13,171.1805556,12875,2340,0
2018-02-28,578,1,0,1,0,0,0,0,1,1,10,110.5555556,0,1940,1
2017-10-31,579,0,0,1,1,0,1,0,1,2,16,87.22222222,21041.66667,3090,0
2018-10-31,580,0,0,1,0,0,0,0,1,1,10,151.3194444,0,770,1
2018-02-28,581,0,0,0,0,0,0,0,1,1,14,0,0,1290,1
2018-06-30,582,0,1,0,0,0,0,0,1,3,11,0,0,900,0
2018-08-31,583,0,0,1,0,0,0,0,1,1,16,154.6527778,0,1380,1
2018-05-31,584,1,0,0,0,1,1,1,0,2,11,0,24791.66667,,0
2018-02-28,585,0,1,0,0,0,0,0,1,1,9,0,0,2680,1
2017-10-31,586,0,0,1,1,0,0,0,1,1,7,103.1944444,0,1220,1
2018-01-31,587,0,0,0,1,0,0,0,1,1,10,0,0,270,1
2018-04-30,588,0,0,1,0,0,1,0,1,2,10,89.58333333,17500,730,0
2017-10-31,589,0,0,1,1,1,0,0,1,2,4,163.0555556,0,2780,0
2018-07-31,590,0,0,0,0,0,0,1,1,1,8,0,0,3120,1
2018-03-31,591,0,1,0,0,0,0,1,1,1,10,0,0,100,1
2017-11-30,592,0,1,1,0,0,1,0,1,2,13,145.4861111,9041.666667,1710,0
2018-09-30,593,0,1,0,1,0,0,0,1,1,17,0,0,750,1
2018-10-31,594,0,0,1,1,0,0,0,1,1,13,109.9305556,0,2670,1
2018-01-31,595,0,0,0,0,1,1,0,1,3,4,0,22250,1880,0
2018-04-30,596,0,0,0,0,1,0,0,1,3,14,0,0,2150,0
2018-05-31,597,0,1,0,0,0,0,0,1,1,12,0,0,2110,1
2018-05-31,598,0,1,0,0,0,0,0,1,1,5,0,0,2440,1
2017-10-31,599,0,0,1,1,1,1,0,1,3,16,146.5277778,17791.66667,240,0
2018-09-30,600,0,0,0,0,0,0,0,1,1,7,0,0,2060,1
2017-11-30,601,0,0,0,0,0,0,1,1,2,10,0,0,2560,0
2018-02-28,602,0,1,0,0,0,0,0,1,1,18,0,0,760,1
2018-02-28,603,0,0,1,0,0,0,0,1,1,14,112.2222222,0,2760,1
2017-10-31,604,0,1,1,1,0,0,0,1,1,5,160.0694444,0,3510,1
2018-10-31,605,0,0,0,1,0,1,0,1,2,3,0,17000,2940,0
2018-05-31,606,0,1,0,0,0,0,0,1,2,6,0,0,2380,0
2018-06-30,607,0,0,0,0,0,0,1,1,1,6,0,0,2570,1
2018-10-31,608,1,0,1,1,0,1,0,1,2,15,120.2083333,14458.33333,2090,0
2018-02-28,609,0,0,0,1,0,1,0,1,2,1,0,25041.66667,3450,0
2018-01-31,610,0,1,0,1,0,0,0,0,2,14,0,0,,0
2018-03-31,611,0,0,0,1,0,0,0,1,3,2,0,0,2710,0
2018-10-31,612,0,0,0,0,0,1,0,1,2,5,0,15166.66667,1490,0
2018-02-28,613,1,0,0,0,0,1,0,1,2,12,0,18416.66667,2980,0
2018-02-28,614,1,1,0,1,1,0,0,1,2,12,0,0,1500,0
2018-05-31,615,0,1,0,1,1,0,0,1,2,13,0,0,890,0
2018-06-30,616,0,0,1,0,0,0,0,1,3,10,132.4305556,0,2220,0
2017-10-31,617,0,0,0,0,0,1,0,1,2,5,0,20833.33333,100,0
2018-02-28,618,0,0,0,0,0,1,1,1,2,6,0,18333.33333,1490,0
2018-10-31,619,0,0,1,1,1,0,1,1,2,20,147.5694444,0,2770,0
2017-10-31,620,0,0,1,1,1,0,0,1,2,11,151.5972222,0,1870,0
2018-04-30,621,0,0,0,1,1,0,0,1,2,9,0,0,2950,0
2017-12-31,622,0,0,1,0,0,0,0,1,1,13,89.72222222,0,270,1
2017-11-30,623,0,0,0,0,0,0,0,1,1,6,0,0,2020,1
2017-11-30,624,0,0,0,1,1,1,0,1,3,6,0,15958.33333,2070,0
2018-09-30,625,0,0,1,0,0,0,0,1,1,8,158.75,0,1370,1
2018-04-30,626,0,0,0,1,1,0,0,1,2,9,0,0,1060,0
2018-10-31,627,0,1,1,1,0,0,0,1,2,16,157.2916667,0,3740,0
2018-08-31,628,0,0,0,0,1,1,1,1,3,20,0,21083.33333,2820,0
2018-01-31,629,0,1,0,1,1,0,0,1,2,10,0,0,720,0
2017-11-30,630,0,1,0,0,1,1,0,1,3,4,0,22708.33333,2940,0
2018-08-31,631,0,0,0,0,0,1,0,1,2,4,0,20791.66667,1870,0
2017-10-31,632,0,0,1,1,1,0,0,1,12,10,146.1111111,0,2360,0
2018-10-31,633,0,0,1,1,0,0,0,1,1,10,165.0694444,0,2350,1
2018-06-30,634,0,0,0,0,0,0,0,1,1,6,0,0,990,1
2018-01-31,635,0,0,1,0,1,0,0,1,2,19,85.20833333,0,4420,0
2018-03-31,636,0,0,1,1,0,0,0,1,1,13,180.8333333,0,1040,1
2018-04-30,637,0,0,0,0,0,0,0,1,2,11,0,0,3510,0
2018-10-31,638,0,1,0,0,0,0,0,0,1,5,0,0,,1
2018-04-30,639,0,1,0,0,1,0,0,1,2,3,0,0,550,0
2018-07-31,640,0,0,0,0,0,0,0,1,1,4,0,0,2120,1
2017-12-31,641,0,0,0,0,1,0,0,0,2,1,0,0,,0
2018-10-31,642,0,0,0,1,0,1,0,0,1,2,0,13208.33333,,1
2018-02-28,643,0,0,0,0,0,1,0,1,2,9,0,9750,2220,0
2018-05-31,644,0,1,0,0,0,0,0,1,2,10,0,0,2950,0
2018-10-31,645,0,0,0,0,1,1,1,1,3,13,0,11083.33333,1320,0
2018-10-31,646,0,0,0,1,1,1,0,1,3,14,0,18916.66667,3250,0
2018-06-30,647,1,0,0,1,1,0,0,1,2,5,0,0,1040,0
2018-08-31,648,0,0,1,1,0,0,0,1,2,15,184.375,0,2610,0
2018-09-30,649,0,0,1,0,0,0,0,1,1,8,128.1944444,0,1230,1
2018-07-31,650,1,0,0,0,0,0,0,1,1,9,0,0,1010,1
2018-06-30,651,0,0,1,1,0,0,1,1,1,24,139.5833333,0,1530,1
2018-08-31,652,0,1,0,0,1,0,0,1,2,16,0,0,870,0
2018-03-31,653,0,1,0,0,0,0,0,0,1,9,0,0,,1
2018-05-31,654,0,0,0,0,1,1,0,0,2,18,0,23333.33333,,0
2018-01-31,655,0,0,0,0,0,0,0,1,1,10,0,0,1630,1
2018-04-30,656,1,1,1,0,1,1,1,0,2,12,144.5833333,21000,,0
2018-02-28,657,0,0,0,1,0,0,0,1,1,20,0,0,840,1
2018-03-31,658,0,1,1,0,1,0,0,1,2,8,91.875,0,1300,0
2018-02-28,659,0,1,0,0,1,0,1,1,2,17,0,0,2070,0
2017-11-30,660,0,0,0,0,1,0,0,0,1,7,0,0,,1
2018-01-31,661,0,0,0,0,0,0,0,1,1,8,0,0,1490,1
2018-09-30,662,0,1,0,0,0,0,0,1,1,1,0,0,1700,1
2018-07-31,663,0,0,1,1,0,1,0,1,2,14,200.2083333,16708.33333,2700,0
2018-01-31,664,0,0,0,1,0,0,0,1,1,16,0,0,4020,1
2018-09-30,665,0,0,1,0,0,0,0,1,2,17,127.3611111,0,4080,0
2018-02-28,666,0,1,0,0,0,0,0,0,1,12,0,0,,1
2018-07-31,667,0,0,0,0,0,1,0,1,2,15,0,18000,1550,0
2017-12-31,668,0,1,1,0,0,0,0,1,1,13,158.0555556,0,910,1
2017-10-31,669,0,1,1,0,0,0,0,1,1,11,130.625,0,3090,1
2018-08-31,670,0,1,1,0,0,0,0,0,1,5,118.1944444,0,,1
2018-07-31,671,0,0,1,1,0,0,0,1,1,16,155.9027778,0,1840,1
2017-12-31,672,0,0,0,0,0,1,0,1,2,4,0,15125,2490,0
2018-04-30,673,1,1,1,0,0,0,0,1,1,11,181.3888889,0,2150,1
2018-03-31,674,0,1,1,0,1,1,0,1,3,16,145.5555556,24041.66667,3550,0
2017-11-30,675,0,0,0,1,1,0,1,1,2,15,0,0,910,0
2018-10-31,676,0,0,1,0,1,0,0,1,4,14,146.4583333,0,390,0
2018-05-31,677,1,0,0,1,1,0,0,0,1,13,0,0,,1
2018-01-31,678,0,0,0,1,0,1,0,1,2,11,0,28750,1030,0
2018-02-28,679,0,0,0,0,0,0,0,1,1,8,0,0,3110,1
2018-07-31,680,0,0,0,0,0,0,0,1,1,11,0,0,1660,1
2018-03-31,681,0,1,0,0,0,0,0,1,1,15,0,0,2460,1
2018-04-30,682,0,0,0,1,0,0,0,1,1,15,0,0,2390,1
2017-12-31,683,0,0,0,0,0,1,0,1,2,6,0,24375,2550,0
2018-06-30,684,0,0,1,0,1,0,0,1,2,13,121.25,0,2530,0
2018-06-30,685,0,0,0,1,0,0,0,1,2,12,0,0,2320,0
2018-08-31,686,0,0,1,0,0,0,0,1,1,11,158.8888889,0,1850,1
2018-01-31,687,0,1,0,0,0,0,1,1,1,8,0,0,1600,1
2018-04-30,688,0,0,1,1,0,0,0,1,1,5,100.4861111,0,2080,1
2017-12-31,689,0,1,0,0,1,1,1,1,3,10,0,23666.66667,1460,0
2018-01-31,690,0,0,0,0,1,0,0,1,2,7,0,0,2110,0
2018-06-30,691,0,0,0,0,1,0,0,1,2,16,0,0,1520,0
2017-11-30,692,0,0,1,0,1,0,0,1,2,0,142.5,0,1330,0
